date,title,body_text
2015-01-02,Baird slams 'provocative' action by Palestinian Authority,"the canadian government is condemning a move by the palestinian authority to join the international criminal court icc in a bid to eventually launch war - crimes prosecutions against israel.foreign affairs minister john baird says the action taken by palestinians this week is a concerning and dangerous development. such a provocative decision only furthers the divide between palestinians and israelis, and will carry unfortunate consequences, he said in a written statement. canada has expressed these concerns directly to the palestinian authority for nearly four years now. the conservative government s reaction comes as the world comes to grips with the potential implications of the palestinians move.after decades of conflict in the middle east during which peace talks between the palestinians and israelis went nowhere, canadians officials and political leaders worry this week s development could further sink hopes for a long - term solution.as well, there are already suggestions that the palestinians could bear the brunt of a backlash. the united states congress may cut 400 million in funding to the palestinians.it is expected the palestinian authority will formally join the icc in 60 days. however, if they persuade the court to investigate israel for war crimes, it s also possible perhaps likely that the palestinians themselves would be investigated for the alleged war crimes of hamas.ndp foreign affairs critic paul dewar said in an interview friday that the palestinian bid for icc membership is understandable and entirely legal , but nonetheless represents a ramping up of tensions that isn t helpful to the goal of getting a negotiated settlement. this isn t going to solve the quagmire that we see between the israelis and the palestinians. it doesn t lead to what we want to see, which is the creation of a state of palestine with recognition from the israelis. liberal foreign affairs critic marc garneau said friday the palestinians unilateral action gets in the way of a two - state solution. i think it sends a signal which is counter - productive. they are free to apply but i think it is a mistake on their part and will only make the situation worse by entrenching positions, said garneau. what is good for the goose is good for the gander. there will also be, i m sure, some concerted efforts to show that hamas is guilty of war crimes. and so what we ll get into is a very long and very unfortunate situation. on friday, the palestinians took their formal step to submit documents to join the icc. afterwards, riyad mansour, the chief palestinian observer at the united nations, said they seek to raise alleged crimes by israel, including during last summer s war in gaza, and to seek justice for the war crime associated with israeli settlements on palestinian territory. this is a very significant step, said mansour. it is an option that we are seeking in order to seek justice for all the victims that have been killed by israel, the occupying power. earlier this week, the palestinian authority under the leadership of president mahmoud abbas put forward a controversial resolution, introduced on its behalf by jordan, at the united nations security council.the resolution set a one - year deadline for negotiations with israel, established targets for palestinian sovereignty with east jerusalem as its capital, and called for the withdrawal of israel forces in the west bank by the end of 2017.the resolution needed nine votes in the 15 - member security council to be adopted. it received eight votes.the next day, a frustrated abbas called the media to his headquarters in the west bank and signed papers the rome statute as part of an application to join the icc.the icc was established in 2002 to prosecute genocide, crimes against humanity and war crimes. it has 122 members, including canada and much of western europe, but not israel or the united states.the palestinians are confident their application for icc membership will be granted, given that in 2012 the un general assembly upgraded palestine to a non - member observer state. there is no guarantee, however, that the court based in the hague would investigate palestinian allegations of war crimes.israeli prime minister benjamin netanyahu reacted angrily, saying the icc should not accept the palestinian authority because it is not a state. he said the palestinian government includes hamas which, like isis, commits war crimes.by contrast, he said the israelis have a moral army that upholds international law, signalling that his country would defend members of the military if an investigation ever occurs.in washington, the you.s. state department called the palestinian move an escalatory step that is entirely counter - productive to hopes for a peace deal.canadian government policy as stipulated on the foreign affairs department website is critical of israel s settlements on the west bank as being illegal. but prime minister stephen harper s government has been a steadfast ally of israel, and harper and baird have refused specifically to speak about the settlements. during a trip to the region a year ago, the prime minister said he wasn t going to single out israel for its actions.they say they are encouraging israel and the palestinian authority to find a two - state solution to their long - standing conflict.mkennedy ottawacitizen.comtwitter.com mark kennedy "
2015-01-02,Letter: Wartime acceptance,"re , december 29.thank you for the series of christmas war letters from soldiers overseas in the first world war. my soul was both saddened and nourished by their thoughts, feelings and faith.one letter from christmas 1918 referred to the spanish flu epidemic. it reminded me of something my dad told us.my father was pte. eber w. robinson, reg. 3325075, of marvelville, ont. he was still in training at the end of the war, stationed at the seaside base at seaford, southeast england. he used to tell us of one assignment given to him and his mates for weeks if not months after the armistice was signed. they were marched out each morning to the local cemeteries to dig graves for the victims of the flu.sometimes i visualize them, athletic young men, marching along a country lane a platoon or section, depending on the number of graves to be dug that day, their boots polished, their uniforms pressed and their brass buttons gleaming. over their shoulders would be slung, not a rifle, but a spade or pickax. in late afternoon their return would be obvious for all to see, their uniforms white from the chalk in which they had been digging, a ghostly sight ! dad told us the depth of any given grave was determined by the number in the family to be buried there. they buried caskets one on top of the other, rather than side by side, to conserve space. i assume the cemeteries provided the ladders, buckets and ropes for the task.other citizen readers may have similar stories to tell, not of heroism but of the acceptance of duty in a time of need."
2015-01-02,Ottawa Senators concentrate on getting 'stagnant' power play going,"boston before leaving town on friday, the ottawa senators spent most of their practice time tuning up their power play.with good reason. over their past four games, the senators are 0 - for - 13 with the man advantage. even more frightening, heading into a game in boston the senators had produced at a 13.8 - per - cent clip in road games.overall, the senators rank 19th in the nhl in power - play production at 18.1 per cent, ever so slightly behind the bruins 18th - ranked unit at 18.2 per cent. at home, though, the bruins have one of the league s most potent power plays, with a 27.3 - per - cent success rate, eclipsing their paltry 9.1 - per - cent production away from home.look for the senators to try to get their hot scorer, bobby ryan, open for a shot on the power play. at practice, they used ryan higher in the slot, at times on the point.i moved bobby ryan up on the flank on his off side, said head coach dave cameron. i think bobby is a pure passer, but he can score from up there, it s a different look. so, basically he s gone into mike hoffman s spot. hopefully a new start again with some new units and new looks and playing the point a little bit for myself, you just hope it is a refreshing change, ryan said.in another tweak, centre david legwand is taking up residence near the opposition net to provide a screen.both ryan and cameron used the word stagnant to describe ottawa s power play. too much standing around. in fact, when it comes to new year s resolutions, good health and a more energetic power play are atop cameron s list.we get too many shots blocked, not on the net enough, cameron said of the power play. and we don t shoot the puck enough off the pass. we have to handle the pass, and that just gives penalty killers time to adjust. those are the three things i d like to see change. finally, defenceman marc methot will play a game for the senators it s just not the ottawa senators. on saturday, methot is scheduled to suit up for a conditioning stint with the ahl binghamton senators in a home game against the syracuse crunch. methot skated with the nhl senators on friday in preparation for his rehab stint.as to when methot could return to ottawa s lineup, it s anyone s guess. the hope is he could be ready next week, as long as he doesn t have a setback with his back hip injury.my concern is his fitness level, cameron said. you can t fast - forward fitness. there will be so many factors going into that decision of his nhl return . i just hope he stays healthy. methot, who was injured before the season started, has played just twice this season on december 4 and december 6. since going back to rehabilitation for the injury, he has taken a longer - term approach, and feels he has more explosiveness than he has all season.i just feel way more comfortable, and i m in a better mood because of it when i m out there on the ice, methot said, during his december 31 media availability.never mind a trade upgrade. getting a healthy methot would be the equivalent of acquiring a top - pairing defenceman, not to mention a proven partner for erik karlsson.for insurance, the senators will recall a defenceman from binghamton. cameron said the decision on which defenceman to promote will be made following the b - sens friday road game. whoever it is won t play for ottawa unless there is an injury to one of the six starters.asked what type of defenceman he wants, cameron said i want their best player. the wheels were spinning in fan circles when centre j.g. pageau moved onto bobby ryan s line, with mike hoffman, to help ignite ryan s three - goal night against the buffalo sabres monday.and while cameron liked what he saw from that line in that game, he didn t hesitate to keep mika zibanejad between ryan and hoffman in friday s line rushes. pageau reverts to his third - line role between alex chiasson and milan michalek.cameron says he still likes the big - centre presence of zibanejad over the long haul, and dismissed the buffalo performance as an off - game by zibanejad.i don t know if i ever change things completely based on one game, but now it gives you a bit of thought, cameron said. pageau showed he could move up in the lineup for a short period of time. it s always nice to have options. senators winger mark stone, 22, says he s looking forward to facing his 24 - year - old brother, michael, when the senators visit arizona for a game january 11. it will be the first time the pair have played against each other since their junior days in the whl. i played him a ton in junior, two playoff series. one in the american league, mark stone said. he said his brother is not much into chirping, but the two were known to come close to blows after their junior games.stone said losing to one s brother wouldn t sting as much when both are in the nhl."
2015-01-02,"Bronson reopens, police investigating possible false report of gunman","ottawa police have reopened bronson avenue after it had been closed in both directions following a report that a man barricaded himself inside an apartment with a gun.police had reopened bronson between carling and fifth avenues by 6 p.m. friday, after closing the section of road entirely.the tactical unit and police negotiators had earlier arrived at the scene following reports that a man had barricaded himself on the fifth floor of an apartment building. they are now investigating it as a possible false report, or swatting. "
2015-01-02,Police union president says shootings a symptom of understaffed force,"the president of the union representing ottawa police officers says that a hiring freeze that the chief of police is intent on continuing is part of the because of a record - year for gun violence in ottawa. we re at a point where we re so stretched for resources, starting from patrol and moving all the way through the organization, that it s so difficult to accomplish proactive policing, said president matt skof. you re in a position where you re always just reacting to the call. a recent report by the fraser institute called the forces in ottawa and gatineau the third - most understaffed in the country. it s not just patrol that is short. it s all the sections that are short. all these sections have bodies dedicated to other projects, to other areas, and it s because of that that we re seeing this difficulty in managing the resources that we have because they re so tight, skof said. the squeeze is on everyone. and in that situation, the union says policing becomes reactive.the force has said they ve increased patrols and will be briefing patrol and neighbourhood officers on shootings and gang activity. the service continues to reiterate that there is no bigger concern for city police right now than gang - related shootings. detectives have been moved from other investigative units to the guns and gangs section for an indeterminate period, but that leaves many wondering what will happen to the sections and jobs they re leaving behind with their own important workloads.the union contends that although the population of ottawa has grown, that growth hasn t been reflected by an expansion of the service. instead, a five - year hiring freeze is expected to extend into the new year after chief charles bordeleau said the force would scrap plans to hire 15 new officers and eight civilians in order to absorb growth so that the force can produce a budget that comes in under mayor jim watson s proposed cap of a two - per - cent tax increase.the service is attempting to balance a limited increase against a retroactive 2.5 - per - cent pay increase awarded to rank - and - file officers in both 2013 and 2014. bargaining for a 2015 contract has yet to begin.coun. diane deans has urged bordeleau to meet with city council and make a case for what resources the police service needs.coun. rick chiarelli has also gone on record saying that council will weigh additional funding if bordeleau can prove it s necessary.earlier this week, concerned about the spate of shootings and what it might be a symptom of internally, skof approached city councillors asking each to either meet with him privately or together as a group to give them the association s perspective on the problems plaguing the service and what skof called a political squeeze on the police budget. from my perspective, we do need to have growth. "
2015-01-02,"Operation Red Nose Outaouais raises $40,000 for youth sports","op ration nez rouge red nose outaouais says it raised 40,000 in donations for youth and amateur sports by giving folks a lift home over the holiday season.more than 1,900 volunteers helped drivers and others on both sides of the ottawa river get home safely after a few holiday drinks from december 5 to new year s eve. red nose drivers covered 70,700 km over 1,837 rides this year.there was no charge for the service, but tipping and donations were encouraged.the busiest night was december 20, the saturday night before christmas, with 302 volunteers on 78 teams giving 239 rides.op ration nez rouge assumed operations in the ottawa area this year after its ottawa offshoot was put on what was described as hiatus for several reasons, including insurance difficulties.jean - marie de koninck started op ration nez rouge in 1984 as a way to raise money for the universit laval swim team. the mathematics professor and part - time swim coach recruited the university s 25 swimmers to drive people home in their own vehicles after a night on the town."
2015-01-02,Plasco misses 3rd deadline to find financing for waste plant,"plasco energy has missed another deadline set by the city to prove it has secured the financing it needs to build a waste - to - energy plant in ottawa by 2016.the company had until december 31 to meet its financial commitments under a 20 - year, multimillion - dollar contract with the city, but failed to deliver. plasco has missed similar deadlines on two previous occasions.that means the city now has the power to terminate the contract at its own discretion. that s a decision that committee and council needs to make, city manager kent kirkpatrick told the citizen on friday.kirkpatrick met with plasco ceo ray floyd about two weeks ago and told him then that the subject matter and option to terminate the contact would be discussed in a staff report to be submitted in advance of the first environment committee meeting of 2015, scheduled for feb 17.that means the report would be released publicly on february 10, when the committee s agenda is posted on the city s website.kirkpatrick said he told the company to provide the city with any pertinent information including details about whether it can secure financing by the end of january. that would be information that would be very important with respect to that decision, he said.kirkpatrick added plasco is still very bullish about its prospects.company spokesman edmond chiasson said friday that plasco is at a critical stage for the commercialization of its technology in ottawa. the city has been very patient with us and we re going to continue to work with them, he said. our view has been the best place for us to build our first full commercial plant is ottawa. that remains our view. we thought we could pull it all together in 2014, didn t quite get it there, chiasson said.he wouldn t say whether a financing deal was imminent, but noted plasco representatives will be at the february 17 environment committee meeting to bring councillors up to speed on the company s plans. the city s been fair to us in the past, we re confident or hopeful they ll be fair to us in the future, chiasson said.plasco must also advise the city of any other changes it would require in the contract before the end of january, such as a proposal to build a smaller facility, kirkpatrick said.its design changes include a reduction in plant size, an inclusion of a drying and cooling system, a change in stormwater management, and a reduction in engines from 10 to seven, according to the ministry of the environment.kirkpatrick said in december that the company informed the city that it had revised its designs into what plasco believes is a more cost - effective configuration. for example, plasco plans to build fewer processing strings, or production units, but each with greater capacity than the previous design. still, kirkpatrick said in december, the overall processing capacity could drop to 250 tonnes per day from 3oo, although the company has not provided the city with those specifics.the contract that council agreed to in december 2011 called for a 300 - tonne - a - day gasification plant. meanwhile, in august 2013 when council agreed to extend plasco s deadline to dec 31, 2014 councillors also approved a motion that directed staff to immediately commence a request for expressions of interest process for alternative technologies to handle the city s residual waste should plasco not meet the requirements of the agreement by the end of 2014.kirkpatrick said friday the city will proceed with this interest - gathering exercise, the results of which will also be included in the february 17 report to the environment committee.it s worth noting why the city went down this road in the first place.council wants to reduce the city s reliance on the trail road landfill, so it has taken measures to divert as much material as possible by implementing recycling programs and introducing green bins for organic waste.but because some residual waste can t be diverted and the lifespan of the landfill isn t infinite, council opted to explore some higher - value propositions in terms of what to do with the waste, kirkpatrick said. it makes sense not just from an environmental policy perspective but from an economic perspective to look for lower cost alternatives to exhausting the capacity that we currently have remaining, and having to replace it, he said. s plasma gasification process is designed to turn residential garbage into electricity, water, and a glassy leftover slag."
2015-01-02,Conservative MPs take sides in Ontario PC leadership race,"longtime ontario pc mpp christine elliott, the party s former deputy leader, is widely considered the frontrunner and has been racking up endorsements from more than a dozen federal conservative mps, including cabinet ministers rob nicholson, chris alexander, kellie leitch and ed holder.endorsements from mps are important for recruiting volunteers, selling all - important memberships and rounding up donations to keep the campaigns running up to the may 9, 2015 leadership convention in toronto.backbench conservative mp patrick brown who has deep roots in the ontario pcs, including previously serving as party vice - president is also quickly rounding up endorsements from mps and senators.brown says he has the support of more than 40 total mps, and has so far identified about a dozen ontario conservative mps backing him. they include cabinet minister bal gosal and a handful of federal parliamentary secretaries, such as paul calandra, the parliamentary secretary to prime minister stephen harper. several senators also are supporting his campaign. i am honoured with the heavy federal involvement and support of my campaign, brown, 36, told the citizen. the provincial party is broken. it doesn t need to be tweaked. it needs to be rebuilt. i am not the candidate of the same - old, same - old. i am the candidate that plans to rebuild the party into a real grassroots organization like the federal party. elliott met with several supportive tory mps in ottawa in december for a question - and - answer session hosted by mp erin o toole, parliamentary secretary to the international trade minister.o toole has been longtime friends of elliott and her late husband, former federal finance minister jim flaherty. o toole said elliott, who finished third in the 2009 pc leadership won by tim hudak, offers a clean break from the former leader and valuable experience at queen s park. the pc party of ontario right now needs a leader that is experienced in provincial politics, has real private sector experience and knows how the economy functions, small business and big business. but more importantly, someone that also understands the challenges families face, o toole said in an interview. christine fits all of those categories and probably has more experience than any potential premier on all those fronts in ontario s history. federal conservatives supporting elliott along with cabinet ministers nicholson, alexander, leitch and holder also include toronto - area mp and former cabinet minister peter kent, wellington - halton hills mp michael chong, oakville mp terence young and burlington mp mike wallace.o toole said he has been good friends with brown for years, but feels elliott is the better leader for the provincial party at this point.ontario mps endorsing brown include rick dykstra, costas menegakis, gordon brown, dean allison, joe daniel and others. brown said that other cabinet ministers from outside the province have been helping him on the campaign.as examples, justice minister peter mackay and minister of state for small business maxime bernier have headlined major fundraisers for his campaign, brown noted.brown, who chairs the federal conservatives gta caucus, has been criss - crossing ontario for months as part of his pc leadership campaign, sparking questions about whether he s able to fulfil his mp duties at the same time.however, the barrie mp said he hasn t missed any regional caucus meetings since the leadership race started and continues to keep a busy federal calendar, including sitting on parliamentary groups and all - party caucuses, and hosting charity events in his riding.both elliott and brown expect to announce more mp endorsements this month.the ontario pcs under hudak suffered a stinging defeat to premier kathleen wynne s liberals in the june 2014 election. hudak resigned his post a few weeks later and has been replaced by jim wilson on an interim basis until a new leader is selected in may.elliott, brown and ontario tory mpps vic fedeli, lisa macleod and monte mcnaughton are all vying to lead the pcs into the next election.macleod, the mpp for nepean - carleton, has not yet announced any mp endorsements for her campaign, but has won the backing of conservative sen. bob runciman, a former mpp and interim leader of the ontario pcs.ontario pc members will vote by preferential ballot on either may 3 or may 7, 2015, with the results announced may 9."
2015-01-02,Ottawa police charge three after finding group doing drugs in parking lot,"ottawa police broke up the party new year s eve when they caught three young people doing drugs in an overbrook parking lot.central neighbourhood officers found two men and one woman actively engaged in narcotics consumption in a vehicle in a lot in the 500 block of donald st., police said in a news release.police seized almost 154 grams of marijuana, 51 mdma pills, nearly 32 grams of mushrooms, about 13 grams of methamphetamine and five grams of cocaine. that volume of drugs suggested intent to traffic.in addition, police seized a black replica handgun.d artagnan bean, 20, francois nickerson, 19, and rebecca simpkins, 18, have each been charged with nine counts of drug possession and trafficking - related offences.they are scheduled to appear in court on february 4."
2015-01-02,New Year's baby tradition takes unexpected turn in Ottawa,"the search for ottawa s first baby of the year had a bit of a twist.the ottawa hospital s civic campus announced that the twins delivered there were the first babies of the new year.but things didn t quite didn t play out that way.the hospital said a boy, william, arrived at 12 17 a.m., followed two minutes later by his sister clare. the parents, caitlin and joshua garby, were told by the hospital they had the first babies of 2015.but it emerged later on thursday that the twins were not ottawa s first babies of the year, but and were actually the second and third births.the official first baby was born at 12 01 a.m. at the ottawa hospital s general campus. mohammad lazim, weighing in at 7.3 pounds, is the fifth child for parents khalid lazim and wadha mejbel.the ottawa hospital didn t receive consent to release information about the family until thursday afternoon, and without their consent, the hospital can t disclose any information about our patients, hospital spokeswoman pauline tam explained.mohammad quietly slept, tucked under a reindeer print blanket, while his siblings played around the room. the parents moved to ottawa from kuwait in 2000, and this is the third child they ve had in canada. they now have four boys and a five - year - old girl, who constantly wore a smile on thursday. for me it was a surprise, khalid said about his son being the first baby of the year. he then added that he felt honoured.back at the civic campus, caitlin and joshua found out their twins weren t the first babies of the year. william weighed 7.4 lbs., and clare 5.2 lbs. both wore blue toques with fuzzy pom poms and 2015 stitched across the middle. the parents said a nurse had knit the toque for the new year s baby and when she found out it there were going to be two she knitted a second in about an hour.as joshua garby held his son, little william cooed in his arms. he hasn t stopped talking since he came out, garby said.the twins are the couple s first children, topping off a whirlwind of a year for the young family. we did everything we had to do in 2014. marriage, house, kids. caitlin said, we re ready to slow down. they found out three days after their honeymoon they were having twins. caitlin garby, who delivered by caesarean section, she said she wasn t aiming to have the first babies in 2015, but on december 31, they decided to go for it.they didn t have the first babies in the city but they do have an exciting new year s story to tell."
2015-01-02,Recalling the Raj: Ottawa writer revels in reissue of her historical romance novel,"forget trendy neil gaiman graphic novels, bestselling alice munro short stories. there s a hunger out there for big, old - fashioned historical romances brimming with war and love and exotic, long - ago locales. at least, that s what head of zeus is betting.the publisher has just re - issued, in both print and e - book form, zemindar by ottawa author valerie fitzgerald. originally released in 1981, the award - winning saga stretches more than 800 pages as it accompanies laura hewitt, a young and principled brit who journeys to india and becomes swept up in the india mutiny of 1857 including the bloody siege of lucknow. the mutiny by sepoys, or indian soldiers, was against the east india company, the british trading company army which basically ran india at the time, and was eventually quelled.the book, often mentioned in the same breath as m.m kaye s popular epic the far pavilions, opens in leisurely fashion with laura s sea voyage to india as the paid companion to her vapid cousin emily. once there, laura meets the handsome and rich oliver erskine who is zemindar, or hereditary ruler, of a fiefdom named hassanganj. a relationship and the mutiny, both tumultuous, ensue.fitzgerald is not given to overstatement about the reissue of her engrossing book. i call it my retread, says the 87 - year - old author in the living room of her unassuming ottawa home. she s pleased by the publisher s decision, but i don t know what response it will get. it s a very different world now. fitzgerald knows whereof she wrote. born and raised in india by british parents, she came from a family well - acquainted with the subcontinent. her grandmother lived through the indian mutiny. her father served with the british army in india and was the administrator of a large estate in the territory of oudh, an area embroiled in the mutiny.fitzgerald says that despite the pre - 1947 push for independence from britain, there was no ill - will between brits and nationals, at least not in the countryside where she lived. for example, her family had servants you can t do without servants when you live with no electricity, no running water , but the relationship was one of mutual respect. an elderly cook, she recalls, was pensioned off after five decades with a bit of land, a house and a cow.as a teen, fitzgerald lived near and explored the ruins of lucknow, 19 - century steel - engraved prints of which hang in her ottawa home. i d just get on my bicycle and take off and visit india all day. i was safe as houses. we had such freedom, she says.those were also the years when she was bitten by the writing bug. her only sibling didn t live in india, and her parents were often busy so fitzgerald, who had no interest in the club where others swam and played tennis, escaped into books like sir walter scott s historical novels. i had to become self - sufficient so i read and read, and then thought i d try writing. i learned the uses of loneliness there. she tried her hand several times at fiction none of it very good, she reports before finally settling down to write zemindar after she was married.like her father she loved british - indian history and that, combined with her intimate knowledge of the country, sparked the novel.some of the book she researched at trinity college, dublin where she moved during the mid - 1960s with her young family nothing if not well - travelled, she lived everywhere from kenya i wore a gun for three years during the mau mau rebellion to italy before her husband s job finally brought the family to canada in 1968 .for the central figure of laura, a kind of pre - feminism feminist, fitzgerald drew on her maternal grandmother with whom she was close as a youngster. she was an amazing character. she attended medical school, i think in edinburgh, for two years, but then her mother died and so she went out to india to look after all her little brothers and sisters. laura, she adds, is a strong character, not very sentimental, not very beautiful. she s like a lot of other women i hope. other people have told fitzgerald they see much of laura in her.for the other characters, she drew on real people she d discovered while researching her story.the physical appearance of oliver erskine the zemindar was based on a painting by goya of the young duke of wellington that fitzgerald spotted in a dublin newspaper. the ira a stolen the painting for ransom, and when fitzgerald spotted a photo of it in the paper, she thought, oh, that chap will do. i had no idea what oliver looked like until i saw the painting. it took fitzgerald about two years to write the book once she was in canada.the question, of course, is why she never wrote another. she poked away at a couple of ideas, but illnesses in the 1980s, a growing interest in watercolour painting and other events meant the ideas never bore fruit.she did, however, become a book reviewer for the washington post, the now - defunct ottawa journal and other papers.three decades after receiving largely positive reviews in the new york times and elsewhere, how does zemindar stand up in fitzgerald s eyes i m quite proud of it, believe it or not. there are some things i wouldn t do the same way, maybe. but it holds together pretty well. zemindarvalerie fitzgerald head of zeus "
2015-01-02,"Scanlan: Ryan, Senators know time is now to make up some ground","boston the ottawa senators rang in the first work day of the new year with a lengthy practice and a short flight.just like that, the senators begin 2015 with a sense of urgency a pair of weekend games that will surely go a long way toward deciding if there is a legitimate hope for a playoff push this spring. a lost weekend probably = a lost because.as the wheels lifted on a quick road trip to boston, the senators glanced at the nhl standings to find themselves with seven points plus the boston bruins and florida panthers standing between themselves and a wild - card position in the eastern conference. as gulfs to bridge go, not exactly the grand canyon, but formidable.i think my son can count to seven, so it s pretty easy to get there, goaltender craig anderson joked of the seven - point deficit. on paper, seven points seems a small enough gap to close. the hard math suggests that with three - point games and multiple teams to chase, the smallest margins can be elusive even before teams have reached the halfway mark of the season.when anderson stopped grinning about his young son s counting skills, he reminded us of the significance of so - called four - point games against divisional teams. after a tough matin e in boston saturday, the senators return home to face the first - place tampa bay lightning sunday. tampa bay made a pit stop in pittsburgh friday to wrestle penguins for the conference lead.to stay within a chip shot of the top eight teams, ottawa is going to need a productive weekend against two prominent division rivals, including a boston team it will need to pass in the standings.good on winger bobby ryan for honestly noting the reality of the situation.it s getting a little late for all the moral victories, ryan said. the last couple of weeks we ve outplayed teams and lost, we ve kept the pace in games and lost. now it s time to put those building blocks together last game was a step forward in the right direction. that game, of course, was a 5 - 2 victory over the buffalo sabres, way back in 2014, on december 29. ryan exploded with a hat trick.the last thing a goal scorer wants after a three - goal performance is a four - day break between games. but ryan has felt this personal hot streak approaching, like a long - lost friend.i feel really good, ryan says, after reaching 10 goals on the season. for a month - and - a - half, it seemed like i was guessing wrong or predicting wrong where the puck was going to go, and i was jumping to the wrong areas. i tried to simplify things and finally got rewarded for it. it s the age - old tale. you go back to basics and get to the net, and pucks will find you. anderson, meanwhile, has had some rough games in boston, and freely admits it. it helps explain the team s habit of using robin lehner in boston.my last one there might have been when seidenberg scored from centre ice, anderson said. just giving you guys some dirt to dig up on me. that was on january 31, 2011, as the senators coughed up a 3 - 1 lead to lose on dennis seidenberg s clapper from centre. anderson s most recent start here was equally grim, a 7 - 2 bruins win on february 8, 2014. anderson was relieved by lehner after the fifth goal.his bruins history aside, anderson likes what he has seen from the senators lately, including the december 13 shootout victory versus the bruins recorded by lehner.from my vantage point on the bench, why we had success there is we played hard, we played simple, we played for each other, anderson said. lately, we ve been giving ourselves an opportunity to win games. anderson tends to direct traffic in his own zone, but likes the way his teammates are finding their way as a unified group.everyone knows what everyone is doing, anderson says. everyone knows where they re supposed to be. when the puck goes to that spot, we re usually first on it because we know what s happening. that december 13 shootout victory at td garden was the first in the nhl for head coach dave cameron. a repeat would be sweet.we have to get points to get back in the race, and the sooner you get them, the better chance you have to build momentum, build confidence, cameron said before leaving ottawa. you pretty well deal with the same issues every day, but when you re winning, they just don t seem to be quite as magnified. people are more receptive. a bold start to the new year ryan figures the hockey club had its moment of renewal a couple of weeks ago when head coach paul maclean was replaced by cameron, an internal promotion.i guess that was the beginning of our changeover, right ryan says. but the slate does wipe clean and you get the chance to start 2015 with a positive. it would be a huge win to start the year. "
